CYP46A1	CYP4F8	CYP2U1	CYP2R1	CYP4F22	CYP1A1	CYP1A2	CYP1B1	CYP2A6	CYP2A7	CYP3A7	CYP2A13	CYP2B6	CYP2B7P1	CYP2C19	CYP2C8	CYP2C9	CYP2C18	CYP2E1	CYP2J2	CYP3A4	CYP3A5	CYP4A11	CYP4B1	CYP7A1	CYP8B1	CYP11A1	CYP11B1	CYP11B2	CYP17A1	CYP19A1	CYP21A2	CYP24A1	CYP26A1	CYP27A1	CYP27B1	CYP51A1	CYP4Z2P	CYP4Z1	CYP4X1	CYP1B1-AS1	CYP4V2	CYP2S1	CYP27C1	CYP39A1	CYP2W1	CYP26B1	CYP20A1	CYP4F11	CYP3A43	CYP4F12	CYP4F2	CYP7B1
T98G_CENTRAL_NERVOUS_SYSTEM	4.041653	3.426176	6.739337	7.548092	3.616896	6.620054	5.254127	8.518204	5.492219	4.291056	3.809012	6.309672	4.385058	5.538094	4.818365	3.566934	4.360932	3.766166	4.010056	3.901971	5.026446	4.851325	4.640499	3.824842	3.521515	4.257847	3.94643	3.854254	4.77152	4.624042	4.924424	4.889266	3.39915	4.435455	7.264587	5.599863	8.871594	4.218428	3.466288	3.317298	3.6393	6.18089	6.20312	4.247287	4.903971	3.601946	6.075856	6.970073	6.493015	3.938412	4.381554	4.312777	3.688652
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.564957	4.130119	5.095169	8.652215	3.584771	4.906625	4.983201	8.82988	6.043457	4.416623	3.934527	6.24661	4.878054	5.745155	4.413533	3.811635	4.990339	3.989193	4.530579	4.361048	5.307843	4.908319	5.595625	4.334852	3.772174	4.264156	4.265713	3.873583	5.030729	3.924649	4.42267	5.361629	3.50063	4.100178	5.927199	5.94384	8.160299	5.059684	3.870252	3.752948	3.978334	6.007662	3.949497	3.994382	4.068405	3.907542	4.313034	6.996195	4.039998	4.133589	4.881922	4.573283	4.068599
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	3.849246	3.803348	7.700223	4.40918	3.522826	4.74176	4.998612	3.985344	4.941926	3.113592	3.549427	5.806502	4.067737	5.191134	4.883845	3.404676	4.036984	3.768769	3.767107	4.408855	4.626206	4.339417	4.15474	3.812891	3.403728	3.913564	4.202997	3.464459	4.764408	3.997773	3.882033	4.389303	3.792395	4.522346	6.775497	5.164455	8.685466	3.84636	3.484923	3.892342	3.789692	7.4731	4.132984	4.761111	4.108102	3.451166	3.91712	6.874319	3.87115	4.14759	4.086589	4.190599	3.610365
HEYA8_OVARY	4.35437	3.789829	6.016831	8.101345	3.620347	5.212613	5.317407	4.372493	5.434185	3.734075	3.885712	5.91011	4.339684	5.050398	4.848974	3.887856	4.533608	4.026597	4.134609	7.38984	4.961437	4.432447	7.4748	4.015162	3.880206	3.978706	5.004139	3.655859	4.364456	4.055344	3.998853	4.60123	3.717879	4.170169	6.669678	6.349011	9.058521	4.289243	3.537811	3.603851	3.456163	5.209032	4.312459	4.21374	4.00944	3.396259	4.453294	8.251335	4.014601	4.45385	4.294298	3.981084	3.686715
NCIH2122_LUNG	4.098566	4.070107	5.613773	9.280423	3.684152	5.462513	5.314091	10.67949	5.813206	4.142924	3.660942	6.061258	4.148739	5.340722	4.219321	3.393525	4.878528	4.321747	3.859948	6.404791	5.325691	6.575852	4.008373	4.009713	3.834234	4.316175	4.046849	3.717272	4.702059	3.652204	4.414027	5.548685	11.10949	4.350047	5.813349	6.379714	9.09231	3.843212	3.867832	3.733234	3.914852	7.507221	4.056574	3.945919	6.58527	3.75346	5.687571	6.670169	10.17931	3.872463	5.110089	7.936178	3.785216
MELJUSO_SKIN	4.237406	3.842971	7.901289	7.864342	4.076715	6.716058	5.06358	4.025361	5.684562	3.768902	3.698955	6.328203	4.410043	5.625752	4.316305	3.448404	4.594178	4.028516	4.049826	3.693644	4.859541	4.551588	3.708638	3.681955	3.739897	4.30619	3.768902	3.635307	4.602788	4.37685	4.185303	5.629471	3.68784	4.422612	8.225185	5.512443	8.8378	3.767277	3.686232	3.474019	3.409106	6.92442	4.141044	3.540623	4.794705	3.582971	5.783261	7.413221	3.573735	3.893777	4.127073	3.944264	4.382984
SW620_LARGE_INTESTINE	4.038085	3.676977	5.445745	8.8196	3.669452	5.363935	5.255579	4.228477	5.539986	4.318692	3.889687	6.07278	5.981973	5.833284	4.129533	3.551477	4.415499	3.891553	4.781134	6.750885	4.946281	5.070749	3.80532	3.692373	3.775965	4.057285	3.857696	3.67554	4.611102	6.572942	4.030691	5.105484	4.341384	4.455443	6.37021	5.816642	8.276284	3.617044	3.394545	3.443703	3.548951	6.565457	7.155106	3.627646	3.891041	3.880672	4.271585	7.874718	3.539798	4.094107	4.30102	4.332139	3.835968
HCT116_LARGE_INTESTINE	3.886503	3.856072	5.685089	7.947031	3.806391	6.244053	5.078561	5.125856	5.623545	3.406359	3.859664	5.874554	4.267155	4.965795	4.202566	4.336814	4.535278	4.058955	4.051421	4.745934	4.903038	4.456401	4.193783	3.879762	3.818357	4.21842	4.229502	3.588739	5.044623	4.071632	4.188539	4.937796	9.998731	4.040735	5.810436	6.77601	9.513035	4.647942	3.596324	3.520084	3.341496	5.93873	5.658627	4.248537	4.055799	3.842817	5.528417	6.329376	5.065105	4.085144	4.366222	3.958278	3.667183
VMRCRCZ_KIDNEY	4.393035	4.108641	6.97674	8.241324	3.899946	5.281117	5.120654	7.918396	5.315977	3.360514	3.907648	6.338904	4.151336	5.242825	4.44849	3.67707	4.48884	4.05989	3.978386	5.334025	5.097305	8.346581	4.451624	3.847583	3.564394	4.163747	4.060813	3.642348	4.892646	4.022802	4.188664	4.879367	9.416231	4.022298	7.140754	5.245529	10.46438	3.989317	3.715819	3.539604	3.515182	6.534867	4.099141	3.708366	3.743636	3.747624	4.242388	8.016783	8.76019	3.985527	4.597513	4.199976	3.608831
DU145_PROSTATE	4.162762	3.656947	6.425628	8.427908	3.367684	6.090413	4.974589	8.876305	5.564247	3.743701	3.641625	6.351844	4.269474	4.851367	4.97583	3.704594	4.119478	3.884791	3.836782	6.452512	4.747997	4.324224	4.766334	3.600344	3.592928	4.06269	4.219397	3.713599	4.587012	3.749648	4.15769	4.312252	8.81238	5.305444	6.14107	6.45498	9.890957	3.882692	3.576178	3.885874	3.480537	5.384442	5.325405	3.825001	3.998007	3.890989	4.751543	7.174383	4.78416	3.933941	4.376141	4.350977	3.637803
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.235444	3.836768	7.299704	9.104473	4.230531	5.072717	5.106585	4.138395	5.594147	3.897034	3.761935	6.190358	4.136645	5.723672	4.36468	4.641433	4.563431	4.491498	3.864144	6.884069	5.113325	4.813304	5.010459	4.100939	3.972472	4.17061	4.114618	3.985115	5.294842	4.284941	4.516729	5.351451	3.529225	10.88086	5.847861	5.274	9.631416	4.169739	3.7724	3.496996	3.793318	6.177204	4.115162	4.030204	3.84811	3.669047	4.001334	8.027106	3.662879	4.010142	4.588001	4.624943	3.487529
L33_PANCREAS	4.37188	3.933431	5.214875	8.906844	3.667711	5.780293	5.30004	10.58943	5.7257	3.551207	3.860565	6.133152	4.089052	5.666618	4.003118	3.569998	4.490632	3.865303	3.921168	4.284192	4.971306	5.079501	4.970901	4.63483	3.579946	4.040652	4.175647	3.63511	4.695768	4.095166	4.603007	4.500048	8.178712	5.876481	5.639937	6.284851	10.0842	3.941567	4.406687	10.23243	3.855974	6.719658	8.346544	3.734348	6.385734	3.705244	4.73317	7.328541	8.198026	3.863517	4.243452	4.583664	4.477578
SKMEL2_SKIN	4.033775	3.950671	8.128145	8.524506	3.68725	8.99748	4.84813	4.176998	5.354322	3.877295	3.655171	5.7068	4.325532	5.243077	5.167546	5.014611	4.268037	3.925009	3.785373	7.460751	4.710762	4.634067	5.17555	3.868825	3.38757	3.879509	3.976119	3.585287	4.646246	4.192248	4.984209	3.690829	3.655171	4.654686	8.239784	5.398229	9.303134	3.671847	3.393019	3.457292	3.504042	6.195948	4.22152	3.811497	5.221862	3.535534	4.764693	7.489491	3.371076	3.939912	4.595843	4.268656	5.226924
A549_LUNG	4.460844	3.858443	5.460675	8.350876	3.723096	5.597134	5.075751	7.68504	5.647292	3.994925	3.742624	5.985185	4.320411	5.737073	4.914431	3.700726	5.098749	3.959562	3.995879	3.881128	5.20858	4.914431	5.381567	3.598761	3.546497	4.088927	4.114816	3.912484	4.609964	4.449656	4.135062	4.955675	11.73135	6.739866	5.874643	5.870435	9.189228	4.023978	3.656578	3.401064	3.552008	5.175022	7.8552	5.150558	3.996592	3.749027	5.491253	7.54185	7.694844	4.040192	5.124737	5.065736	4.226531
A172_CENTRAL_NERVOUS_SYSTEM	4.05387	3.365401	6.948028	4.402712	3.489001	4.922761	5.095873	4.471673	5.382622	3.546181	3.66979	5.740068	4.272818	5.62844	4.832634	3.755024	4.233436	4.042117	3.822576	3.707201	4.808446	4.793599	4.135204	3.715764	3.546181	4.029937	3.71849	3.675192	4.35892	4.028155	4.148006	5.114672	3.527332	4.407609	5.634732	5.558739	9.308029	3.641667	3.586352	3.730652	3.374126	6.583233	4.364394	6.646641	3.890057	3.632718	4.323246	7.710529	4.349629	4.122117	4.920582	4.359862	3.623579
NCIH1975_LUNG	4.277297	3.803384	5.920203	8.423296	3.894297	5.337988	5.268384	10.86083	5.490626	3.52214	3.616258	5.95818	4.379751	5.438154	4.392102	4.774508	4.46458	4.270531	5.312205	4.307608	4.936396	4.462725	3.824842	3.738762	3.79441	4.022447	4.075454	3.517057	4.363017	4.1789	4.063916	5.09879	7.85256	4.291186	6.416638	5.827384	8.9878	3.820079	3.517808	5.822944	3.593832	6.306517	4.498203	6.372441	4.691862	3.747751	5.796454	7.910266	3.49625	4.161923	4.244971	4.224897	3.516417
COLO679_SKIN	4.023898	3.682886	6.127083	8.581484	3.609467	6.935187	4.848073	4.061629	5.427092	3.509914	3.75401	5.798277	4.095986	5.094717	4.693754	3.53107	4.431342	3.818607	4.009003	6.345184	4.938228	4.684419	4.396619	3.869362	3.545379	4.184834	4.102831	3.451162	4.441134	3.889814	4.191926	4.678055	3.489641	4.127218	8.749134	5.215064	9.950134	3.87457	3.291786	3.617158	3.307101	8.022616	4.052409	3.715755	4.402696	3.639634	4.316073	8.136754	3.563713	4.010814	4.179577	4.246939	4.983975
KP2_PANCREAS	3.969765	4.154096	6.247852	7.780813	3.807886	8.238242	4.977653	6.822304	5.210815	3.491562	3.592727	6.257707	4.031222	5.314056	4.483117	3.492659	4.230007	3.787155	3.925104	5.110584	4.895025	6.487011	4.004378	4.524471	3.531183	3.846358	3.7585	3.742044	4.366165	3.758508	4.253931	4.853871	3.50533	4.131968	5.46674	4.885356	8.519074	3.893645	3.096774	4.285348	3.573568	6.201054	4.574554	3.919975	6.114493	3.649939	4.367104	6.555443	7.497253	3.860182	5.780063	4.935706	4.213582
HUH1_LIVER	4.116764	3.744858	4.705148	8.348872	3.703372	12.02298	5.25073	11.04108	5.87824	4.163536	4.043089	6.350366	6.518018	7.16876	6.118387	4.07505	8.719502	7.576709	4.093934	9.087641	5.161034	7.996337	6.387083	3.893438	3.704006	3.959175	4.452456	3.897812	4.97089	4.894332	4.658992	4.728691	11.33595	5.84597	8.087661	6.418629	9.297597	4.128391	3.768839	3.618058	3.699303	5.143876	7.813549	3.895917	5.862116	3.443355	5.195034	8.675958	8.865118	4.256564	5.162782	6.415686	4.195254
MDAMB453_BREAST	4.055545	3.818279	4.963459	8.163529	3.864365	4.938919	5.238767	9.854904	5.379723	3.60169	3.721939	5.802939	4.422617	5.345003	4.231535	3.68765	4.181085	4.221375	4.955971	5.454372	4.873544	4.527171	4.314077	3.978965	3.651335	4.136017	4.347002	3.812286	4.716329	4.008865	4.301392	5.10377	3.401355	3.922296	5.723953	8.290304	9.317868	8.452661	4.608467	3.704996	3.538523	5.391214	4.494219	3.894873	4.467727	3.841464	4.080611	8.436827	3.524727	4.251238	4.5132	4.278029	3.87822
MDAMB231_BREAST	3.855831	3.803145	7.519539	8.228105	3.647528	7.862548	5.234838	11.71019	5.644188	3.491189	3.867684	6.18771	4.362633	5.535807	4.550318	3.18523	4.611775	3.82069	4.19537	4.601309	5.007425	4.566243	4.615629	3.865709	3.819797	4.15035	3.836777	3.959039	4.845187	4.194194	4.193743	5.585066	5.251499	4.265427	6.438985	5.106111	8.35863	3.916733	3.500536	3.561089	3.832146	6.29406	4.718057	3.92343	4.347339	3.940715	4.90272	8.514783	3.728853	4.13195	4.19103	4.070962	3.814005
OV90_OVARY	4.262237	3.673432	6.081428	4.976265	3.895523	5.896368	5.260371	8.245917	5.671228	3.947044	3.796583	6.384059	4.515589	5.689895	4.519584	3.508217	6.225366	6.193167	4.206056	5.58939	5.088943	6.774034	4.082473	3.671336	3.589667	4.360042	3.969531	3.799902	4.647518	3.967789	4.645632	5.773659	3.55857	4.237594	6.379488	5.531039	9.553258	3.459734	3.428094	3.949808	7.215051	6.26159	8.409261	3.916061	4.62443	3.902083	6.33307	6.42	3.643864	3.950809	5.055894	4.823388	3.843732
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.055514	3.934276	5.993736	8.69008	4.011726	4.883009	5.16568	4.354507	5.765977	4.482219	4.284001	6.656498	4.438867	5.931265	4.693377	3.86987	4.737998	3.969304	5.146583	3.964876	5.062974	4.913824	4.523194	4.097954	3.974891	4.268751	3.766761	3.950904	4.82917	3.796042	4.308506	5.054565	3.673347	4.818531	5.962548	5.602494	8.754466	4.30791	3.736767	3.639432	3.359129	4.834526	3.939803	4.16114	3.84798	3.774383	4.44209	7.697521	3.642642	4.151881	4.920106	4.511796	3.731806
OVTOKO_OVARY	4.444277	3.648064	6.774893	5.117938	4.072239	5.721286	5.476207	10.16516	6.161462	4.062416	3.959154	6.692135	4.883352	5.792481	5.113867	3.660313	9.490672	6.091128	4.641509	5.66783	5.479036	4.806332	4.611999	3.882184	3.689133	4.439752	4.187748	3.831155	5.399829	3.730586	4.931164	4.972278	4.100919	5.145882	7.220519	5.953176	8.00574	4.936919	3.856028	3.863188	3.703407	4.913934	4.351839	6.472584	4.429427	3.58833	4.530215	6.376036	3.458822	4.318927	4.406901	4.424037	3.70492
OVCAR4_OVARY	4.011917	3.830827	6.934701	7.051114	3.564626	7.102034	5.198459	6.130976	5.306978	3.42434	3.638122	6.19692	3.897723	5.18172	4.268495	3.740564	4.995768	3.898785	5.186635	5.84288	4.911292	4.414975	4.195268	4.253089	3.474457	3.970811	3.880675	3.536093	5.061981	4.163186	4.127087	5.1324	4.532011	5.079084	5.953483	4.715689	10.68023	3.655051	3.871483	4.799155	3.351718	4.648693	5.790826	3.743466	4.4319	4.083219	4.092807	7.07381	5.095388	4.032734	4.834926	4.397363	3.651766
HLF_LIVER	4.212448	3.591228	6.457832	8.796184	3.779469	5.694741	4.96619	11.47226	5.337439	3.471026	3.675184	6.019791	4.04037	5.404679	4.914105	3.675735	4.47956	3.898484	4.650368	4.369905	4.844665	4.339538	4.851009	3.881174	3.462195	4.080417	3.986298	3.650177	4.811951	4.160406	4.305132	4.92804	3.924473	4.277457	7.059419	5.419029	9.459522	4.269604	3.715911	3.567305	4.78628	5.903419	4.175235	3.600639	4.033379	3.972316	3.976267	8.273141	3.801386	3.936374	4.495001	4.064425	3.828115
HCT15_LARGE_INTESTINE	4.197185	3.852514	6.407341	7.686867	3.932121	6.709392	5.187792	6.905942	5.614062	3.988674	4.004777	6.496278	4.589831	5.718862	4.289175	3.798226	4.676324	3.92594	4.13503	5.33418	4.710969	4.429958	4.202622	3.815972	3.568989	4.546263	4.029595	3.869368	4.772066	3.889413	4.23995	4.599384	3.517864	5.448931	6.008349	6.709001	9.758112	3.925714	3.743123	3.55643	3.451584	5.682575	5.399645	4.036727	3.972813	3.851834	4.419781	7.584526	4.111548	3.900141	4.701485	3.960752	3.698654
SW1463_LARGE_INTESTINE	4.386965	4.020454	5.049201	8.673157	4.023436	7.622334	5.056441	4.095193	5.518346	3.440818	3.704203	6.485378	6.949804	5.547289	4.984591	3.797231	5.570939	4.038666	3.976019	9.284114	5.617978	8.573297	5.056456	3.940853	3.551103	4.375984	3.77563	3.777483	5.011134	3.98772	4.48201	4.518084	4.256826	4.867811	7.468164	5.641926	9.480374	4.180314	3.785766	7.894031	3.469985	6.144741	8.936968	3.635396	6.238058	4.113204	4.012897	7.076605	6.659054	4.03214	5.875032	6.212805	3.613167
SF295_CENTRAL_NERVOUS_SYSTEM	4.265304	3.568744	7.070672	7.267654	3.958119	5.143008	5.309879	7.006228	5.676311	3.940335	3.722279	6.244521	4.097835	5.632683	4.379728	3.756215	4.483219	3.853873	3.786328	4.172899	4.920435	4.671691	4.403908	3.772027	3.755394	4.186465	3.959652	3.766152	4.899603	4.080736	4.360351	5.590476	4.037736	4.636872	5.685952	6.145675	8.765815	3.71283	3.452061	3.447382	3.337857	4.940133	8.708837	5.792289	3.817904	3.590194	4.768815	8.027438	5.639054	3.895143	4.503556	4.405307	3.754303
WM115_SKIN	4.128286	4.055509	8.307184	7.911249	3.561105	6.261362	5.004117	8.231542	5.374556	4.121795	3.751186	6.303942	4.278465	5.333085	4.423494	3.453884	4.44972	3.751918	3.888811	8.208154	5.082855	4.501656	3.920083	3.795823	3.573642	4.240527	3.912359	3.62724	4.580501	3.814979	4.36823	4.76248	3.659864	4.018296	8.148777	5.774556	9.172969	3.616708	3.778935	3.586663	3.536889	5.16686	4.020828	4.653883	3.930009	3.931913	4.258415	7.795137	3.622382	3.898342	4.499672	4.113649	6.593917
JHH4_LIVER	4.069323	3.902229	6.773754	8.847573	3.771392	6.686102	5.158513	6.171967	5.402838	3.465156	3.982625	5.902089	4.735238	5.476873	4.664021	3.708783	4.959277	4.013172	3.86123	7.071593	5.117244	9.255995	4.454486	3.799721	3.523685	4.064777	4.047813	3.70018	5.156446	4.064993	4.227173	5.158121	5.095251	4.14802	9.070601	6.364643	10.84074	3.842432	3.622237	3.833766	3.553691	6.02639	6.788244	3.827283	3.793201	4.012646	4.291493	7.525014	3.609773	3.994047	4.443062	4.53601	3.517578
OE33_OESOPHAGUS	4.14062	3.589099	5.147403	9.143314	3.785649	5.242021	4.727283	5.918588	5.726204	3.702693	3.993219	5.882424	4.301961	5.320562	4.28108	3.640378	4.819051	4.052012	4.219726	4.926436	5.133534	7.923008	4.344195	3.689217	3.672269	4.388941	4.082635	3.616097	4.771708	4.051652	4.320239	4.921072	10.58753	4.363423	6.075281	5.794982	11.0698	3.994906	3.902008	3.800104	3.446921	4.934106	4.828112	3.838895	3.926187	3.85618	4.345607	7.329944	4.194588	4.270082	4.888638	4.178831	3.646619
CCK81_LARGE_INTESTINE	4.047454	3.869203	5.369317	8.120237	4.001547	5.818277	4.947933	6.494573	5.356941	3.292469	3.744125	6.327365	5.122542	5.584227	4.609295	3.836831	4.82639	3.940566	3.877887	9.356431	5.101177	5.50296	4.513316	3.842848	3.891304	4.001202	4.046942	3.649559	5.316559	4.17343	4.348557	4.774085	3.821913	5.803336	6.622663	6.00353	10.92493	4.240639	3.829738	3.802361	3.603133	7.827662	7.891364	3.801457	5.801629	3.82027	4.339267	8.790542	4.636947	4.04851	5.431648	6.771595	3.819647
JHH1_LIVER	4.841255	3.744791	7.286629	7.660069	4.040842	10.12848	5.525452	4.284788	5.713094	3.662896	3.799538	6.607612	4.862293	6.114614	4.528976	4.419656	5.827329	7.060645	4.451105	4.163788	5.316113	4.776332	5.408875	4.050276	3.421583	4.334148	4.289816	3.793232	5.064927	3.922159	4.686045	5.010239	8.040724	7.35851	6.181704	5.291891	8.325307	4.062303	3.515718	3.734661	3.586383	5.403374	5.662424	3.674542	3.894969	3.780541	4.521549	7.469392	7.799219	3.902458	5.096113	4.490172	3.77998
SJSA1_BONE	4.299828	3.901734	7.330564	7.142096	3.81394	5.031574	5.047003	7.745045	5.41191	3.280658	3.807297	6.192808	4.834662	5.536802	4.607183	3.578785	4.405026	3.9074	3.987275	3.501863	4.922803	5.139737	3.845147	3.953283	3.59933	4.033396	4.187208	3.708641	4.399531	4.461125	4.10909	5.292316	3.61578	6.620542	6.134568	7.77238	8.47277	3.862513	3.685095	3.635272	3.669592	4.321426	4.131793	4.318726	4.69667	3.958273	4.366162	7.982156	3.625966	3.903827	4.255233	4.405383	3.96088
NCIH2228_LUNG	4.163275	3.764901	7.800157	8.337469	3.663598	6.181396	5.336854	11.8791	5.439252	3.774813	3.540157	6.182365	4.481232	6.058741	4.783454	3.531141	4.420312	3.999287	4.010488	3.980037	4.827356	5.358836	3.771113	3.714312	3.71378	4.124821	4.093437	3.672065	4.703484	3.960677	4.181688	5.120618	4.816389	4.520218	6.415016	6.235487	8.496293	3.529205	3.695418	7.093308	4.740895	5.652682	6.446631	4.04481	7.126234	3.856687	4.451243	8.383467	8.584098	3.963998	4.840009	4.377072	3.639329
RERFLCAI_LUNG	4.043029	3.705371	6.776865	9.167114	3.543379	5.021685	5.037769	6.806443	5.432574	3.7715	3.676152	6.027785	4.394012	5.895309	4.514626	3.714055	4.500098	4.001526	4.514395	4.602232	4.825572	4.51271	4.458609	3.735865	3.662791	3.995365	4.2337	3.702419	4.418934	3.944757	4.190262	4.806747	10.38186	4.251087	6.361579	5.352546	9.93715	3.982565	3.454717	3.86975	3.501491	6.586114	4.663261	4.259064	5.838577	4.030355	4.932393	8.825704	3.758243	3.94971	4.445436	4.42497	3.512829
SKMES1_LUNG	4.092934	3.946504	6.61556	8.92202	3.846881	5.547126	4.989203	10.94354	5.720627	4.212002	3.958825	6.436242	4.554587	5.561977	4.115779	3.692599	4.454697	3.926832	3.949885	7.733093	4.808075	4.724176	3.722831	3.792869	3.576023	3.945441	3.828164	3.834763	4.488828	4.161467	4.225989	4.844885	3.581462	4.244171	6.377222	5.873581	7.837725	3.513358	3.790124	7.814674	3.848725	5.935568	5.029452	4.973205	7.873642	4.183496	5.001009	6.994152	6.681275	3.98222	5.074293	4.719641	4.107552
NCIH520_LUNG	4.243331	3.853941	6.374778	7.124529	3.927783	9.177457	5.388934	4.308483	5.780653	3.66655	4.080358	6.100205	4.51015	5.626807	4.383405	3.667642	4.742637	4.088544	4.025961	5.24639	5.261191	4.777729	4.084101	3.743456	3.995684	4.116069	3.793399	3.60003	4.940319	3.87324	4.284936	5.450831	3.873893	4.427117	6.208774	6.101667	8.592718	3.752645	4.085892	4.589364	3.753884	4.909554	4.266411	3.993092	3.73347	3.926407	4.184535	7.961567	4.246705	4.140622	4.488261	4.861452	4.34938
JHH5_LIVER	3.950185	3.792545	5.464334	8.516809	4.226311	8.185363	5.539391	5.340704	5.671282	3.271834	4.341803	6.797507	7.902702	6.08106	4.704713	4.102885	5.005094	4.361449	3.837625	8.903599	5.403137	7.940737	4.104936	4.02164	3.839926	4.348283	3.951756	3.680079	4.762801	3.793845	4.414589	4.95972	9.80219	4.429362	8.706288	5.687838	9.225993	3.778799	3.65479	3.692261	3.410509	5.000018	9.927297	3.840039	7.350334	3.795956	5.104446	8.402928	6.657097	4.176764	6.007564	6.443412	4.126237
FU97_STOMACH	4.154883	3.846058	4.463974	7.899762	5.070617	8.310648	5.347479	4.886395	5.806277	4.363065	5.781333	6.514628	5.09076	5.512685	4.144525	3.643282	4.09733	4.089673	4.132382	4.980656	5.130473	5.844391	5.157901	3.888227	4.037442	4.733714	5.561868	3.714957	5.010983	4.264185	4.625462	5.295959	3.773165	4.652158	7.559823	5.540393	10.09346	3.817374	3.400229	4.704018	3.654466	6.083825	5.023172	4.114467	4.142314	3.81922	5.453241	7.597986	5.256236	4.060181	6.069283	5.676426	4.685165
COLO800_SKIN	4.043486	3.598065	7.422376	7.255463	4.008261	6.94018	5.121708	4.221135	5.441171	4.550253	3.737094	6.047635	4.403728	5.657949	4.464863	3.475036	4.337193	3.941932	3.847995	6.791894	4.823022	4.560271	4.338103	3.656909	3.753526	4.449823	3.845443	3.819647	4.579352	3.855641	4.553623	4.783921	3.754914	4.275336	9.233705	5.422745	9.732994	3.599634	3.60787	3.600758	3.402176	7.84538	3.82982	5.696022	4.195683	3.675928	4.486229	7.50161	3.666424	3.798673	4.581224	4.256754	5.510846
NCIH1963_LUNG	4.461915	3.52504	7.385566	4.696541	3.726219	5.34456	4.855747	4.230825	5.450439	3.793184	3.88833	5.674015	4.260062	5.353908	4.172062	3.558881	4.498952	4.009728	3.812078	3.673199	4.816193	4.576666	4.021884	3.727562	3.791469	3.799534	4.049701	3.499356	4.516377	3.79025	4.320459	4.951121	3.274959	6.320519	5.8619	5.111102	10.24256	4.106003	3.720747	4.027786	3.591284	4.951133	3.675976	3.968907	4.138975	3.745189	4.031151	7.114178	3.444426	4.031468	4.279642	4.339838	4.09863
RL952_ENDOMETRIUM	4.126167	3.802084	4.256592	8.520899	4.067778	11.70054	5.241084	7.883788	5.780501	3.527939	3.827188	6.283443	4.465749	5.344383	4.867098	3.785424	4.402439	3.992167	4.476771	3.68821	4.939169	4.552983	5.218193	4.876109	3.435867	4.115165	4.032897	4.031125	5.216504	4.017952	4.076146	4.455864	11.41515	8.170825	5.882724	5.554669	8.625845	4.103591	6.848582	6.4349	3.726439	5.108112	4.135664	4.860722	5.988764	3.811844	5.378239	6.052335	5.581329	4.04268	4.405136	4.673498	3.842576
J82_URINARY_TRACT	4.334152	3.685679	6.35612	7.973511	3.82032	5.076076	5.455553	4.375878	5.693185	3.974542	3.675667	5.994901	4.72863	5.780194	4.293803	3.751354	4.447746	3.616491	4.377198	6.966023	5.15454	4.625458	5.172	3.715529	3.46639	4.446466	3.861989	3.676391	4.694744	4.235959	4.135062	5.615462	8.023602	4.11372	5.588755	5.626657	9.272081	3.915806	4.210031	3.522898	3.740739	5.124806	4.293524	4.285851	3.958566	3.854508	4.665602	8.7701	3.485044	4.092698	4.530608	4.457701	3.617922
